dTime	dValue	-1
1	4.215939394	-1
2	4.215939394	-1
3	4.215939394	-1
4	4.215939394	-1
5	4.215939394	-1
6	4.215939394	-1
7	4.215939394	-1
8	4.215939394	-1
9	4.215939394	-1
10	4.215939394	-1
11	4.215939394	-1
12	4.215939394	-1
13	4.215939394	-1
14	4.215939394	-1
15	4.215939394	-1
16	4.215939394	-1
17	4.215939394	-1
18	4.215939394	-1
19	4.215939394	-1
20	4.215939394	-1
21	4.215939394	-1
22	4.215939394	-1
23	4.215939394	-1
24	4.215939394	-1
25	4.215939394	-1
26	4.215939394	-1
27	4.215939394	-1
28	4.215939394	-1
29	4.215939394	-1
30	4.215939394	-1
31	4.215939394	-1
32	4.215939394	-1
33	4.215939394	-1
34	4.215939394	-1
35	4.215939394	-1
36	4.215939394	-1
37	4.215939394	-1
38	4.215939394	-1
39	4.215939394	-1
40	4.215939394	-1
41	4.215939394	-1
42	4.215939394	-1
43	4.215939394	-1
44	4.215939394	-1
45	4.215939394	-1
46	4.215939394	-1
47	4.215939394	-1
48	4.215939394	-1
49	4.215939394	-1
50	4.215939394	-1
51	4.215939394	-1
52	4.215939394	-1
53	4.215939394	-1
54	4.215939394	-1
55	4.215939394	-1
56	4.215939394	-1
57	4.215939394	-1
58	4.215939394	-1
59	4.215939394	-1
60	7.043850791	-1
61	7.043850791	-1
62	7.043850791	-1
63	7.043850791	-1
64	7.043850791	-1
65	7.043850791	-1
66	7.043850791	-1
67	7.043850791	-1
68	7.043850791	-1
69	7.043850791	-1
70	7.043850791	-1
71	7.043850791	-1
72	7.043850791	-1
73	7.043850791	-1
74	7.043850791	-1
75	7.043850791	-1
76	7.043850791	-1
77	7.043850791	-1
78	7.043850791	-1
79	7.043850791	-1
80	7.043850791	-1
81	7.043850791	-1
82	7.043850791	-1
83	7.043850791	-1
84	7.043850791	-1
85	7.043850791	-1
86	7.043850791	-1
87	7.043850791	-1
88	7.043850791	-1
89	7.043850791	-1
90	7.043850791	-1
91	7.043850791	-1
92	7.043850791	-1
93	7.043850791	-1
94	7.043850791	-1
95	7.043850791	-1
96	7.043850791	-1
97	7.043850791	-1
98	7.043850791	-1
99	7.043850791	-1
100	7.043850791	-1
101	7.043850791	-1
102	7.043850791	-1
103	7.043850791	-1
104	7.043850791	-1
105	7.043850791	-1
106	7.043850791	-1
107	7.043850791	-1
108	7.043850791	-1
109	7.043850791	-1
110	7.043850791	-1
111	7.043850791	-1
112	7.043850791	-1
113	7.043850791	-1
114	7.043850791	-1
115	7.043850791	-1
116	7.043850791	-1
117	7.043850791	-1
118	7.043850791	-1
119	7.043850791	-1
120	7.043850791	-1
121	7.043850791	-1
122	7.043850791	-1
123	7.043850791	-1
124	7.043850791	-1
125	7.043850791	-1
126	7.043850791	-1
127	7.043850791	-1
128	7.043850791	-1
129	7.043850791	-1
130	7.043850791	-1
131	7.043850791	-1
132	7.043850791	-1
133	7.043850791	-1
134	7.043850791	-1
135	7.043850791	-1
136	7.043850791	-1
137	7.043850791	-1
138	7.043850791	-1
139	7.043850791	-1
140	7.043850791	-1
141	7.043850791	-1
142	7.043850791	-1
143	7.043850791	-1
144	7.043850791	-1
145	7.043850791	-1
146	7.043850791	-1
147	7.043850791	-1
148	7.043850791	-1
149	7.043850791	-1
150	7.043850791	-1
151	7.043850791	-1
152	4.352123518	-1
153	4.352123518	-1
154	4.352123518	-1
155	4.352123518	-1
156	4.352123518	-1
157	4.352123518	-1
158	4.352123518	-1
159	4.352123518	-1
160	4.352123518	-1
161	4.352123518	-1
162	4.352123518	-1
163	4.352123518	-1
164	4.352123518	-1
165	4.352123518	-1
166	4.352123518	-1
167	4.352123518	-1
168	4.352123518	-1
169	4.352123518	-1
170	4.352123518	-1
171	4.352123518	-1
172	4.352123518	-1
173	4.352123518	-1
174	4.352123518	-1
175	4.352123518	-1
176	4.352123518	-1
177	4.352123518	-1
178	4.352123518	-1
179	4.352123518	-1
180	4.352123518	-1
181	4.352123518	-1
182	4.352123518	-1
183	4.352123518	-1
184	4.352123518	-1
185	4.352123518	-1
186	4.352123518	-1
187	4.352123518	-1
188	4.352123518	-1
189	4.352123518	-1
190	4.352123518	-1
191	4.352123518	-1
192	4.352123518	-1
193	4.352123518	-1
194	4.352123518	-1
195	4.352123518	-1
196	4.352123518	-1
197	4.352123518	-1
198	4.352123518	-1
199	4.352123518	-1
200	4.352123518	-1
201	4.352123518	-1
202	4.352123518	-1
203	4.352123518	-1
204	4.352123518	-1
205	4.352123518	-1
206	4.352123518	-1
207	4.352123518	-1
208	4.352123518	-1
209	4.352123518	-1
210	4.352123518	-1
211	4.352123518	-1
212	4.352123518	-1
213	4.352123518	-1
214	4.352123518	-1
215	4.352123518	-1
216	4.352123518	-1
217	4.352123518	-1
218	4.352123518	-1
219	4.352123518	-1
220	4.352123518	-1
221	4.352123518	-1
222	4.352123518	-1
223	4.352123518	-1
224	4.352123518	-1
225	4.352123518	-1
226	4.352123518	-1
227	4.352123518	-1
228	4.352123518	-1
229	4.352123518	-1
230	4.352123518	-1
231	4.352123518	-1
232	4.352123518	-1
233	4.352123518	-1
234	4.352123518	-1
235	4.352123518	-1
236	4.352123518	-1
237	4.352123518	-1
238	4.352123518	-1
239	4.352123518	-1
240	4.352123518	-1
241	4.352123518	-1
242	4.352123518	-1
243	4.352123518	-1
244	3.481226773	-1
245	3.481226773	-1
246	3.481226773	-1
247	3.481226773	-1
248	3.481226773	-1
249	3.481226773	-1
250	3.481226773	-1
251	3.481226773	-1
252	3.481226773	-1
253	3.481226773	-1
254	3.481226773	-1
255	3.481226773	-1
256	3.481226773	-1
257	3.481226773	-1
258	3.481226773	-1
259	3.481226773	-1
260	3.481226773	-1
261	3.481226773	-1
262	3.481226773	-1
263	3.481226773	-1
264	3.481226773	-1
265	3.481226773	-1
266	3.481226773	-1
267	3.481226773	-1
268	3.481226773	-1
269	3.481226773	-1
270	3.481226773	-1
271	3.481226773	-1
272	3.481226773	-1
273	3.481226773	-1
274	3.481226773	-1
275	3.481226773	-1
276	3.481226773	-1
277	3.481226773	-1
278	3.481226773	-1
279	3.481226773	-1
280	3.481226773	-1
281	3.481226773	-1
282	3.481226773	-1
283	3.481226773	-1
284	3.481226773	-1
285	3.481226773	-1
286	3.481226773	-1
287	3.481226773	-1
288	3.481226773	-1
289	3.481226773	-1
290	3.481226773	-1
291	3.481226773	-1
292	3.481226773	-1
293	3.481226773	-1
294	3.481226773	-1
295	3.481226773	-1
296	3.481226773	-1
297	3.481226773	-1
298	3.481226773	-1
299	3.481226773	-1
300	3.481226773	-1
301	3.481226773	-1
302	3.481226773	-1
303	3.481226773	-1
304	3.481226773	-1
305	3.481226773	-1
306	3.481226773	-1
307	3.481226773	-1
308	3.481226773	-1
309	3.481226773	-1
310	3.481226773	-1
311	3.481226773	-1
312	3.481226773	-1
313	3.481226773	-1
314	3.481226773	-1
315	3.481226773	-1
316	3.481226773	-1
317	3.481226773	-1
318	3.481226773	-1
319	3.481226773	-1
320	3.481226773	-1
321	3.481226773	-1
322	3.481226773	-1
323	3.481226773	-1
324	3.481226773	-1
325	3.481226773	-1
326	3.481226773	-1
327	3.481226773	-1
328	3.481226773	-1
329	3.481226773	-1
330	3.481226773	-1
331	3.481226773	-1
332	3.481226773	-1
333	3.481226773	-1
334	3.481226773	-1
335	4.215939394	-1
336	4.215939394	-1
337	4.215939394	-1
338	4.215939394	-1
339	4.215939394	-1
340	4.215939394	-1
341	4.215939394	-1
342	4.215939394	-1
343	4.215939394	-1
344	4.215939394	-1
345	4.215939394	-1
346	4.215939394	-1
347	4.215939394	-1
348	4.215939394	-1
349	4.215939394	-1
350	4.215939394	-1
351	4.215939394	-1
352	4.215939394	-1
353	4.215939394	-1
354	4.215939394	-1
355	4.215939394	-1
356	4.215939394	-1
357	4.215939394	-1
358	4.215939394	-1
359	4.215939394	-1
360	4.215939394	-1
361	4.215939394	-1
362	4.215939394	-1
363	4.215939394	-1
364	4.215939394	-1
365	4.215939394	-1
366	4.215939394	-1
367	4.215939394	-1
368	4.215939394	-1
369	4.215939394	-1
370	4.215939394	-1
371	4.215939394	-1
372	4.215939394	-1
373	4.215939394	-1
374	4.215939394	-1
375	4.215939394	-1
376	4.215939394	-1
377	4.215939394	-1
378	4.215939394	-1
379	4.215939394	-1
380	4.215939394	-1
381	4.215939394	-1
382	4.215939394	-1
383	4.215939394	-1
384	4.215939394	-1
385	4.215939394	-1
386	4.215939394	-1
387	4.215939394	-1
388	4.215939394	-1
389	4.215939394	-1
390	4.215939394	-1
391	4.215939394	-1
392	4.215939394	-1
393	4.215939394	-1
394	4.215939394	-1
395	4.215939394	-1
396	4.215939394	-1
397	4.215939394	-1
398	4.215939394	-1
399	4.215939394	-1
400	4.215939394	-1
401	4.215939394	-1
402	4.215939394	-1
403	4.215939394	-1
404	4.215939394	-1
405	4.215939394	-1
406	4.215939394	-1
407	4.215939394	-1
408	4.215939394	-1
409	4.215939394	-1
410	4.215939394	-1
411	4.215939394	-1
412	4.215939394	-1
413	4.215939394	-1
414	4.215939394	-1
415	4.215939394	-1
416	4.215939394	-1
417	4.215939394	-1
418	4.215939394	-1
419	4.215939394	-1
420	4.215939394	-1
421	4.215939394	-1
422	4.215939394	-1
423	4.215939394	-1
424	4.215939394	-1
425	7.043850791	-1
426	7.043850791	-1
427	7.043850791	-1
428	7.043850791	-1
429	7.043850791	-1
430	7.043850791	-1
431	7.043850791	-1
432	7.043850791	-1
433	7.043850791	-1
434	7.043850791	-1
435	7.043850791	-1
436	7.043850791	-1
437	7.043850791	-1
438	7.043850791	-1
439	7.043850791	-1
440	7.043850791	-1
441	7.043850791	-1
442	7.043850791	-1
443	7.043850791	-1
444	7.043850791	-1
445	7.043850791	-1
446	7.043850791	-1
447	7.043850791	-1
448	7.043850791	-1
449	7.043850791	-1
450	7.043850791	-1
451	7.043850791	-1
452	7.043850791	-1
453	7.043850791	-1
454	7.043850791	-1
455	7.043850791	-1
456	7.043850791	-1
457	7.043850791	-1
458	7.043850791	-1
459	7.043850791	-1
460	7.043850791	-1
461	7.043850791	-1
462	7.043850791	-1
463	7.043850791	-1
464	7.043850791	-1
465	7.043850791	-1
466	7.043850791	-1
467	7.043850791	-1
468	7.043850791	-1
469	7.043850791	-1
470	7.043850791	-1
471	7.043850791	-1
472	7.043850791	-1
473	7.043850791	-1
474	7.043850791	-1
475	7.043850791	-1
476	7.043850791	-1
477	7.043850791	-1
478	7.043850791	-1
479	7.043850791	-1
480	7.043850791	-1
481	7.043850791	-1
482	7.043850791	-1
483	7.043850791	-1
484	7.043850791	-1
485	7.043850791	-1
486	7.043850791	-1
487	7.043850791	-1
488	7.043850791	-1
489	7.043850791	-1
490	7.043850791	-1
491	7.043850791	-1
492	7.043850791	-1
493	7.043850791	-1
494	7.043850791	-1
495	7.043850791	-1
496	7.043850791	-1
497	7.043850791	-1
498	7.043850791	-1
499	7.043850791	-1
500	7.043850791	-1
501	7.043850791	-1
502	7.043850791	-1
503	7.043850791	-1
504	7.043850791	-1
505	7.043850791	-1
506	7.043850791	-1
507	7.043850791	-1
508	7.043850791	-1
509	7.043850791	-1
510	7.043850791	-1
511	7.043850791	-1
512	7.043850791	-1
513	7.043850791	-1
514	7.043850791	-1
515	7.043850791	-1
516	7.043850791	-1
517	4.352123518	-1
518	4.352123518	-1
519	4.352123518	-1
520	4.352123518	-1
521	4.352123518	-1
522	4.352123518	-1
523	4.352123518	-1
524	4.352123518	-1
525	4.352123518	-1
526	4.352123518	-1
527	4.352123518	-1
528	4.352123518	-1
529	4.352123518	-1
530	4.352123518	-1
531	4.352123518	-1
532	4.352123518	-1
533	4.352123518	-1
534	4.352123518	-1
535	4.352123518	-1
536	4.352123518	-1
537	4.352123518	-1
538	4.352123518	-1
539	4.352123518	-1
540	4.352123518	-1
541	4.352123518	-1
542	4.352123518	-1
543	4.352123518	-1
544	4.352123518	-1
545	4.352123518	-1
546	4.352123518	-1
547	4.352123518	-1
548	4.352123518	-1
549	4.352123518	-1
550	4.352123518	-1
551	4.352123518	-1
552	4.352123518	-1
553	4.352123518	-1
554	4.352123518	-1
555	4.352123518	-1
556	4.352123518	-1
557	4.352123518	-1
558	4.352123518	-1
559	4.352123518	-1
560	4.352123518	-1
561	4.352123518	-1
562	4.352123518	-1
563	4.352123518	-1
564	4.352123518	-1
565	4.352123518	-1
566	4.352123518	-1
567	4.352123518	-1
568	4.352123518	-1
569	4.352123518	-1
570	4.352123518	-1
571	4.352123518	-1
572	4.352123518	-1
573	4.352123518	-1
574	4.352123518	-1
575	4.352123518	-1
576	4.352123518	-1
577	4.352123518	-1
578	4.352123518	-1
579	4.352123518	-1
580	4.352123518	-1
581	4.352123518	-1
582	4.352123518	-1
583	4.352123518	-1
584	4.352123518	-1
585	4.352123518	-1
586	4.352123518	-1
587	4.352123518	-1
588	4.352123518	-1
589	4.352123518	-1
590	4.352123518	-1
591	4.352123518	-1
592	4.352123518	-1
593	4.352123518	-1
594	4.352123518	-1
595	4.352123518	-1
596	4.352123518	-1
597	4.352123518	-1
598	4.352123518	-1
599	4.352123518	-1
600	4.352123518	-1
601	4.352123518	-1
602	4.352123518	-1
603	4.352123518	-1
604	4.352123518	-1
605	4.352123518	-1
606	4.352123518	-1
607	4.352123518	-1
608	4.352123518	-1
609	3.481226773	-1
610	3.481226773	-1
611	3.481226773	-1
612	3.481226773	-1
613	3.481226773	-1
614	3.481226773	-1
615	3.481226773	-1
616	3.481226773	-1
617	3.481226773	-1
618	3.481226773	-1
619	3.481226773	-1
620	3.481226773	-1
621	3.481226773	-1
622	3.481226773	-1
623	3.481226773	-1
624	3.481226773	-1
625	3.481226773	-1
626	3.481226773	-1
627	3.481226773	-1
628	3.481226773	-1
629	3.481226773	-1
630	3.481226773	-1
631	3.481226773	-1
632	3.481226773	-1
633	3.481226773	-1
634	3.481226773	-1
635	3.481226773	-1
636	3.481226773	-1
637	3.481226773	-1
638	3.481226773	-1
639	3.481226773	-1
640	3.481226773	-1
641	3.481226773	-1
642	3.481226773	-1
643	3.481226773	-1
644	3.481226773	-1
645	3.481226773	-1
646	3.481226773	-1
647	3.481226773	-1
648	3.481226773	-1
649	3.481226773	-1
650	3.481226773	-1
651	3.481226773	-1
652	3.481226773	-1
653	3.481226773	-1
654	3.481226773	-1
655	3.481226773	-1
656	3.481226773	-1
657	3.481226773	-1
658	3.481226773	-1
659	3.481226773	-1
660	3.481226773	-1
661	3.481226773	-1
662	3.481226773	-1
663	3.481226773	-1
664	3.481226773	-1
665	3.481226773	-1
666	3.481226773	-1
667	3.481226773	-1
668	3.481226773	-1
669	3.481226773	-1
670	3.481226773	-1
671	3.481226773	-1
672	3.481226773	-1
673	3.481226773	-1
674	3.481226773	-1
675	3.481226773	-1
676	3.481226773	-1
677	3.481226773	-1
678	3.481226773	-1
679	3.481226773	-1
680	3.481226773	-1
681	3.481226773	-1
682	3.481226773	-1
683	3.481226773	-1
684	3.481226773	-1
685	3.481226773	-1
686	3.481226773	-1
687	3.481226773	-1
688	3.481226773	-1
689	3.481226773	-1
690	3.481226773	-1
691	3.481226773	-1
692	3.481226773	-1
693	3.481226773	-1
694	3.481226773	-1
695	3.481226773	-1
696	3.481226773	-1
697	3.481226773	-1
698	3.481226773	-1
699	3.481226773	-1
700	4.215939394	-1
701	4.215939394	-1
702	4.215939394	-1
703	4.215939394	-1
704	4.215939394	-1
705	4.215939394	-1
706	4.215939394	-1
707	4.215939394	-1
708	4.215939394	-1
709	4.215939394	-1
710	4.215939394	-1
711	4.215939394	-1
712	4.215939394	-1
713	4.215939394	-1
714	4.215939394	-1
715	4.215939394	-1
716	4.215939394	-1
717	4.215939394	-1
718	4.215939394	-1
719	4.215939394	-1
720	4.215939394	-1
721	4.215939394	-1
722	4.215939394	-1
723	4.215939394	-1
724	4.215939394	-1
725	4.215939394	-1
726	4.215939394	-1
727	4.215939394	-1
728	4.215939394	-1
729	4.215939394	-1
730	4.215939394	-1
731	4.215939394	-1
732	4.215939394	-1
733	4.215939394	-1
734	4.215939394	-1
735	4.215939394	-1
736	4.215939394	-1
737	4.215939394	-1
738	4.215939394	-1
739	4.215939394	-1
740	4.215939394	-1
741	4.215939394	-1
742	4.215939394	-1
743	4.215939394	-1
744	4.215939394	-1
745	4.215939394	-1
746	4.215939394	-1
747	4.215939394	-1
748	4.215939394	-1
749	4.215939394	-1
750	4.215939394	-1
751	4.215939394	-1
752	4.215939394	-1
753	4.215939394	-1
754	4.215939394	-1
755	4.215939394	-1
756	4.215939394	-1
757	4.215939394	-1
758	4.215939394	-1
759	4.215939394	-1
760	4.215939394	-1
761	4.215939394	-1
762	4.215939394	-1
763	4.215939394	-1
764	4.215939394	-1
765	4.215939394	-1
766	4.215939394	-1
767	4.215939394	-1
768	4.215939394	-1
769	4.215939394	-1
770	4.215939394	-1
771	4.215939394	-1
772	4.215939394	-1
773	4.215939394	-1
774	4.215939394	-1
775	4.215939394	-1
776	4.215939394	-1
777	4.215939394	-1
778	4.215939394	-1
779	4.215939394	-1
780	4.215939394	-1
781	4.215939394	-1
782	4.215939394	-1
783	4.215939394	-1
784	4.215939394	-1
785	4.215939394	-1
786	4.215939394	-1
787	4.215939394	-1
788	4.215939394	-1
789	4.215939394	-1
790	7.043850791	-1
791	7.043850791	-1
792	7.043850791	-1
793	7.043850791	-1
794	7.043850791	-1
795	7.043850791	-1
796	7.043850791	-1
797	7.043850791	-1
798	7.043850791	-1
799	7.043850791	-1
800	7.043850791	-1
801	7.043850791	-1
802	7.043850791	-1
803	7.043850791	-1
804	7.043850791	-1
805	7.043850791	-1
806	7.043850791	-1
807	7.043850791	-1
808	7.043850791	-1
809	7.043850791	-1
810	7.043850791	-1
811	7.043850791	-1
812	7.043850791	-1
813	7.043850791	-1
814	7.043850791	-1
815	7.043850791	-1
816	7.043850791	-1
817	7.043850791	-1
818	7.043850791	-1
