RunId	Time	_sDepthW_	_sDVeg_	_dDepthW_	_mTemp_	_mQOut_	_mQIn_	_mQEv_	_mPLoad_	_mNLoad_	_vTranDepthW_	_oPTotW_	_oNTotW_	_bPorS_	_aDVeg_	_oChla_	_vDredDepthW_	_tDIMS_	_tDHumS_	_tDDetS_	_vDeltaS_	_vDeltaW_	-1
0	0	2.5	1	-0.00342078	10.2	0.371138	1.1663	4.21594	0.839166	7.13575	-3.42E-03	5.50E-02	6.50E-01	8.48E-01	1.00E+00	43.9585	0	-3.27004	0.0332425	-1.19E-01	-9.00511E-06	0	-1
0	7	2.47551	0.920114	-0.00342078	10.6285	0.371138	1.1663	4.21594	0.839166	7.13575	-3.42E-03	2.36E+00	2.02E+01	8.48E-01	9.20E-01	90.114	0	-1.81606	0.0404584	7.46E+00	3.04759E-05	0	-1
0	14	2.45189	0.839328	-0.00342078	11.1285	0.371138	1.1663	4.21594	0.839166	7.13575	-3.42E-03	4.42E+00	3.77E+01	8.48E-01	8.40E-01	103.01	0	-1.01724	0.0548525	1.32E+01	5.93996E-05	0	-1
0	21	2.42712	0.759006	-0.00342078	11.6285	0.371138	1.1663	4.21594	0.839166	7.13575	-3.42E-03	6.44E+00	5.44E+01	8.48E-01	7.60E-01	107.966	0	-0.538368	0.0758449	1.78E+01	8.24451E-05	0	-1
0	28	2.40267	0.684381	-0.00342078	12.1285	0.371138	1.1663	4.21594	0.839166	7.13575	-3.42E-03	8.34E+00	6.96E+01	8.48E-01	6.85E-01	108.831	0	-0.272741	0.102466	2.12E+01	9.95045E-05	0	-1
0	35	2.37888	0.616938	-0.00341902	12.6838	0.321445	1.11837	4.21594	0.839149	7.12438	-3.42E-03	1.01E+01	8.32E+01	8.48E-01	6.18E-01	108.105	0	-0.131227	0.133924	2.38E+01	0.000111883	0	-1
0	42	2.35508	0.554616	-0.00341902	13.2483	0.321445	1.11837	4.21594	0.839149	7.12438	-3.42E-03	1.18E+01	9.58E+01	8.48E-01	5.55E-01	107.174	0	-0.056006	0.170358	2.56E+01	0.00012094	0	-1
0	49	2.33217	0.499472	-0.00341902	13.8128	0.321445	1.11837	4.21594	0.839149	7.12438	-3.42E-03	1.34E+01	1.07E+02	8.48E-01	5.00E-01	107.034	0	-0.0224243	0.209681	2.69E+01	0.00012714	0	-1
0	56	2.30732	0.444829	-0.00341902	14.3773	0.321445	1.11837	4.21594	0.839149	7.12438	-3.42E-03	1.51E+01	1.19E+02	8.48E-01	4.45E-01	108.595	0	-0.0130448	0.256589	2.78E+01	0.000131674	0	-1
0	63	2.27456	0.395567	-0.0054598	14.7	0.739352	2.32341	7.04385	0.839294	7.22005	-5.46E-03	1.69E+01	1.31E+02	8.48E-01	3.96E-01	113.047	0	-0.0118481	0.3022	2.83E+01	0.000134251	0	-1
0	70	2.23646	0.353867	-0.0054598	14.7	0.739352	2.32341	7.04385	0.839294	7.22005	-5.46E-03	1.86E+01	1.43E+02	8.48E-01	3.54E-01	121.221	0	-0.00595236	0.340968	2.85E+01	0.000135666	0	-1
0	77	2.19915	0.317978	-0.0054598	14.7	0.739352	2.32341	7.04385	0.839294	7.22005	-5.46E-03	2.03E+01	1.54E+02	8.48E-01	3.18E-01	133.001	0	-0.00447892	0.378881	2.87E+01	0.000136609	0	-1
0	84	2.16112	0.285826	-0.0054598	14.7	0.739352	2.32341	7.04385	0.839294	7.22005	-5.46E-03	2.21E+01	1.66E+02	8.48E-01	2.86E-01	148.72	0	-0.00557315	0.417306	2.88E+01	0.000137204	0	-1
0	91	2.12432	0.257028	-0.00554036	18.3	0.658714	2.13892	7.04385	0.839266	7.20159	-5.54E-03	2.38E+01	1.77E+02	8.48E-01	2.57E-01	165.399	0	-0.337284	0.576872	2.89E+01	0.000137686	0	-1
0	98	2.08496	0.225814	-0.00556375	18.3	0.658633	2.13874	7.04385	0.839266	7.20157	-5.56E-03	2.56E+01	1.87E+02	8.48E-01	2.26E-01	181.526	0	-0.242243	0.62529	2.82E+01	0.000134842	0	-1
0	105	2.04667	0.199891	-0.00556375	18.3	0.658633	2.13874	7.04385	0.839266	7.20157	-5.56E-03	2.74E+01	1.98E+02	8.48E-01	2.00E-01	200.776	0	-0.178136	0.671074	2.76E+01	0.000132404	0	-1
0	112	2.00654	0.176736	-0.00556375	18.3	0.658633	2.13874	7.04385	0.839266	7.20157	-5.56E-03	2.94E+01	2.09E+02	8.48E-01	1.77E-01	223.933	0	-0.116211	0.717478	2.71E+01	0.000130207	0	-1
0	119	1.96873	0.158116	-0.00556375	18.3	0.658633	2.13874	7.04385	0.839266	7.20157	-5.56E-03	3.12E+01	2.21E+02	8.48E-01	1.58E-01	248.278	0	-0.0540386	0.760077	2.66E+01	0.000128426	0	-1
0	126	1.958	0.13729	-0.000431102	22.6	3.08648	9.69923	7.04385	0.84011	7.75743	-4.31E-04	3.25E+01	2.27E+02	8.48E-01	1.37E-01	265.336	0	-0.145395	1.06855	2.47E+01	0.000120595	0	-1
0	133	1.95488	0.118358	-0.000431102	22.6	3.08648	9.69923	7.04385	0.84011	7.75743	-4.31E-04	3.35E+01	2.32E+02	8.48E-01	1.18E-01	283.901	0	-0.00904948	1.12144	2.32E+01	0.000114076	0	-1
0	140	1.95189	0.103582	-0.000431102	22.6	3.08648	9.69923	7.04385	0.84011	7.75743	-4.31E-04	3.46E+01	2.38E+02	8.48E-01	1.04E-01	303.646	0	0.0908855	1.16888	2.20E+01	0.000109228	0	-1
0	147	1.94888	0.0913665	-0.000431102	22.6	3.08648	9.69923	7.04385	0.84011	7.75743	-4.31E-04	3.56E+01	2.44E+02	8.48E-01	9.14E-02	324.507	0	0.15844	1.21415	2.11E+01	0.000105298	0	-1
0	154	1.96643	0.0820163	0.00768982	21.2	5.35855	17.4005	4.35212	0.8409	8.27762	7.69E-03	3.62E+01	2.49E+02	8.48E-01	8.20E-02	342.127	0	0.211894	1.14475	2.07E+01	0.000103165	0	-1
0	161	2.01984	0.0748008	0.00768982	21.2	5.35855	17.4005	4.35212	0.8409	8.27762	7.69E-03	3.59E+01	2.50E+02	8.48E-01	7.48E-02	352.357	0	0.210327	1.18274	2.00E+01	9.98479E-05	0	-1
0	168	2.07474	0.0686288	0.00768982	21.2	5.35855	17.4005	4.35212	0.8409	8.27762	7.69E-03	3.57E+01	2.51E+02	8.48E-01	6.87E-02	361.82	0	0.212287	1.22025	1.94E+01	9.72067E-05	0	-1
0	175	2.12811	0.0636338	0.00768982	21.2	5.35855	17.4005	4.35212	0.8409	8.27762	7.69E-03	3.55E+01	2.52E+02	8.48E-01	6.37E-02	369.603	0	0.214045	1.25549	1.89E+01	9.51713E-05	0	-1
0	182	2.18214	0.059367	0.00926041	23.4977	6.38312	20.0595	4.35212	0.841256	8.51219	9.26E-03	3.54E+01	2.53E+02	8.48E-01	5.94E-02	375.217	0	0.19367	1.4957	1.77E+01	9.05364E-05	0	-1
0	189	2.24802	0.0544875	0.00932585	23.5	6.38415	20.0621	4.35212	0.841257	8.51243	9.33E-03	3.49E+01	2.51E+02	8.48E-01	5.45E-02	374.498	0	0.206142	1.54187	1.68E+01	8.65764E-05	0	-1
0	196	2.31308	0.0505797	0.00932585	23.5	6.38415	20.0621	4.35212	0.841257	8.51243	9.33E-03	3.45E+01	2.50E+02	8.48E-01	5.06E-02	373.374	0	0.214893	1.57657	1.61E+01	8.37806E-05	0	-1
0	203	2.37875	0.0473764	0.00932585	23.5	6.38415	20.0621	4.35212	0.841257	8.51243	9.33E-03	3.41E+01	2.49E+02	8.48E-01	4.74E-02	370.988	0	0.220619	1.61013	1.57E+01	8.16747E-05	0	-1
0	210	2.44281	0.0448335	0.00932585	23.5	6.38415	20.0621	4.35212	0.841257	8.51243	9.33E-03	3.38E+01	2.49E+02	8.48E-01	4.48E-02	367.169	0	0.223232	1.64179	1.53E+01	8.01002E-05	0	-1
0	217	2.50072	0.0429852	0.00758373	22.6	5.57102	17.5069	4.35212	0.840974	8.32626	7.58E-03	3.37E+01	2.49E+02	8.48E-01	4.30E-02	363.618	0	0.215707	1.57579	1.55E+01	8.09877E-05	0	-1
0	224	2.5536	0.0416229	0.00758373	22.6	5.57102	17.5069	4.35212	0.840974	8.32626	7.58E-03	3.37E+01	2.51E+02	8.48E-01	4.16E-02	358.892	0	0.210028	1.60583	1.55E+01	8.07568E-05	0	-1
0	231	2.60699	0.0404866	0.00758373	22.6	5.57102	17.5069	4.35212	0.840974	8.32626	7.58E-03	3.36E+01	2.52E+02	8.48E-01	4.05E-02	352.013	0	0.204047	1.6358	1.54E+01	8.04423E-05	0	-1
0	238	2.66066	0.0395431	0.00758373	22.6	5.57102	17.5069	4.35212	0.840974	8.32626	7.58E-03	3.36E+01	2.53E+02	8.48E-01	3.95E-02	343.223	0	0.198177	1.66553	1.53E+01	8.00734E-05	0	-1
0	245	2.70953	0.038713	0.00461997	22.9	3.60496	11.7062	3.48123	0.84029	7.87613	4.62E-03	3.37E+01	2.54E+02	8.48E-01	3.87E-02	333.537	0	0.188726	1.72936	1.50E+01	7.91353E-05	0	-1
0	252	2.74083	0.0379831	0.00461997	22.9	3.60496	11.7062	3.48123	0.84029	7.87613	4.62E-03	3.40E+01	2.57E+02	8.48E-01	3.80E-02	325.251	0	0.176901	1.75743	1.49E+01	7.89487E-05	0	-1
0	259	2.7745	0.0366003	0.00461997	22.9	3.60496	11.7062	3.48123	0.84029	7.87613	4.62E-03	3.44E+01	2.59E+02	8.48E-01	3.66E-02	314.358	0	0.169628	1.78723	1.49E+01	7.86973E-05	0	-1
0	266	2.80588	0.0228799	0.00461997	22.9	3.60496	11.7062	3.48123	0.84029	7.87613	4.62E-03	3.47E+01	2.62E+02	8.48E-01	2.29E-02	302.626	0	0.165188	1.81476	1.48E+01	7.84109E-05	0	-1
0	273	2.83783	0.0159931	0.00461997	22.9	3.60496	11.7062	3.48123	0.84029	7.87613	4.62E-03	3.51E+01	2.64E+02	8.48E-01	1.60E-02	289.416	0	0.162546	1.84243	1.47E+01	7.81076E-05	0	-1
0	280	2.85524	0.0187946	0.00226669	20.2	2.68282	8.43074	3.48123	0.83997	7.66501	2.27E-03	3.57E+01	2.69E+02	8.48E-01	1.88E-02	279.47	0	0.199293	1.56241	1.65E+01	8.52633E-05	0	-1
0	287	2.87112	0.0221105	0.00226669	20.2	2.68282	8.43074	3.48123	0.83997	7.66501	2.27E-03	3.63E+01	2.74E+02	8.48E-01	2.21E-02	267.517	0	0.169223	1.5887	1.68E+01	8.67716E-05	0	-1
0	294	2.88685	0.0248535	0.00226669	20.2	2.68282	8.43074	3.48123	0.83997	7.66501	2.27E-03	3.68E+01	2.78E+02	8.48E-01	2.48E-02	254.026	0	0.151065	1.61503	1.70E+01	8.78161E-05	0	-1
0	301	2.90307	0.0272108	0.00226669	20.2	2.68282	8.43074	3.48123	0.83997	7.66501	2.27E-03	3.74E+01	2.83E+02	8.48E-01	2.72E-02	238.995	0	0.140118	1.64226	1.71E+01	0.00008855	0	-1
0	308	2.90768	0.0299466	-0.000854931	14.8	1.16868	3.79497	3.48123	0.839443	7.31835	-8.55E-04	3.81E+01	2.90E+02	8.48E-01	2.99E-02	231.852	0	0.44514	1.16313	2.00E+01	0.000100444	0	-1
0	315	2.90161	0.0327121	-0.000854931	14.8	1.16868	3.79497	3.48123	0.839443	7.31835	-8.55E-04	3.91E+01	2.98E+02	8.48E-01	3.27E-02	225.143	0	0.290628	1.18547	2.08E+01	0.000103923	0	-1
0	322	2.89566	0.0350732	-0.000854931	14.8	1.16868	3.79497	3.48123	0.839443	7.31835	-8.55E-04	4.01E+01	3.06E+02	8.48E-01	3.51E-02	215.207	0	0.201776	1.20802	2.14E+01	0.000106561	0	-1
0	329	2.88973	0.0371245	-0.000854931	14.8	1.16868	3.79497	3.48123	0.839443	7.31835	-8.55E-04	4.10E+01	3.13E+02	8.48E-01	3.71E-02	203.318	0	0.148796	1.23087	2.18E+01	0.00010857	0	-1
0	336	2.87887	0.0390972	-0.00348745	12.7	0.340019	1.06851	4.21594	0.839155	7.12863	-3.49E-03	4.20E+01	3.22E+02	8.48E-01	3.91E-02	191.538	0	0.313074	1.08995	2.28E+01	0.000113237	0	-1
0	343	2.8554	0.0410662	-0.00348745	12.7	0.340019	1.06851	4.21594	0.839155	7.12863	-3.49E-03	4.32E+01	3.31E+02	8.48E-01	4.11E-02	183.452	0	0.209193	1.11033	2.34E+01	0.000115581	0	-1
0	350	2.83119	0.0428655	-0.00348745	12.7	0.340019	1.06851	4.21594	0.839155	7.12863	-3.49E-03	4.44E+01	3.42E+02	8.48E-01	4.29E-02	173.495	0	0.145528	1.13161	2.38E+01	0.000117453	0	-1
0	357	2.80615	0.0445064	-0.00348745	12.7	0.340019	1.06851	4.21594	0.839155	7.12863	-3.49E-03	4.57E+01	3.52E+02	8.48E-01	4.45E-02	162.426	0	0.106457	1.15377	2.41E+01	0.000118903	0	-1
0	364	2.78243	0.0458793	-0.00348745	12.7	0.340019	1.06851	4.21594	0.839155	7.12863	-3.49E-03	4.69E+01	3.62E+02	8.48E-01	4.59E-02	151.807	0	0.0700459	1.17492	2.43E+01	0.000119825	0	-1
0	371	2.75745	0.0476767	-0.00342078	10.2	0.371138	1.1663	4.21594	0.839166	7.13575	-3.42E-03	4.82E+01	3.73E+02	8.48E-01	4.77E-02	144.563	0	0.137598	1.01292	2.52E+01	0.000123638	0	-1
0	378	2.73396	0.0493918	-0.00342078	10.2	0.371138	1.1663	4.21594	0.839166	7.13575	-3.42E-03	4.95E+01	3.84E+02	8.48E-01	4.94E-02	137.978	0	0.118874	1.03154	2.56E+01	0.000125407	0	-1
0	385	2.70969	0.0510413	-0.00342078	10.2	0.371138	1.1663	4.21594	0.839166	7.13575	-3.42E-03	5.08E+01	3.95E+02	8.48E-01	5.10E-02	131.366	0	0.107523	1.05083	2.59E+01	0.000126735	0	-1
0	392	2.68583	0.0525009	-0.00342078	10.2	0.371138	1.1663	4.21594	0.839166	7.13575	-3.42E-03	5.20E+01	4.06E+02	8.48E-01	5.25E-02	125.732	0	0.101031	1.06977	2.60E+01	0.000127639	0	-1
0	399	2.66186	0.0533923	-0.00341902	12.2	0.321445	1.11837	4.21594	0.839149	7.12438	-3.42E-03	5.33E+01	4.16E+02	8.48E-01	5.34E-02	119.073	0	-0.0873489	1.2446	2.53E+01	0.000124618	0	-1
0	406	2.6387	0.0540742	-0.00341902	12.2	0.321445	1.11837	4.21594	0.839149	7.12438	-3.42E-03	5.45E+01	4.26E+02	8.48E-01	5.41E-02	114.621	0	-0.0113644	1.26469	2.52E+01	0.00012417	0	-1
0	413	2.61412	0.0547244	-0.00341902	12.2	0.321445	1.11837	4.21594	0.839149	7.12438	-3.42E-03	5.58E+01	4.37E+02	8.48E-01	5.47E-02	112.684	0	0.038257	1.2857	2.50E+01	0.000123635	0	-1
0	420	2.5908	0.0552792	-0.00341902	12.2	0.321445	1.11837	4.21594	0.839149	7.12438	-3.42E-03	5.71E+01	4.47E+02	8.48E-01	5.53E-02	113.492	0	0.0676219	1.30529	2.49E+01	0.000123086	0	-1
0	427	2.56128	0.0554963	-0.0054598	14.7	0.739352	2.32341	7.04385	0.839294	7.22005	-5.46E-03	5.84E+01	4.58E+02	8.48E-01	5.55E-02	115.935	0	-0.239039	1.56739	2.34E+01	0.000116705	0	-1
0	434	2.52267	0.0551983	-0.0054598	14.7	0.739352	2.32341	7.04385	0.839294	7.22005	-5.46E-03	6.00E+01	4.71E+02	8.48E-01	5.52E-02	119.949	0	-0.0805834	1.58923	2.29E+01	0.00011474	0	-1
0	441	2.48538	0.0549558	-0.0054598	14.7	0.739352	2.32341	7.04385	0.839294	7.22005	-5.46E-03	6.15E+01	4.83E+02	8.48E-01	5.50E-02	127.178	0	0.0129405	1.6097	2.25E+01	0.000113068	0	-1
0	448	2.44634	0.0547428	-0.0054598	14.7	0.739352	2.32341	7.04385	0.839294	7.22005	-5.46E-03	6.32E+01	4.97E+02	8.48E-01	5.47E-02	137.912	0	0.0732946	1.63052	2.21E+01	0.000111509	0	-1
0	455	2.40891	0.0544722	-0.0054598	18.2964	0.739352	2.32341	7.04385	0.839294	7.22005	-5.46E-03	6.48E+01	5.10E+02	8.48E-01	5.45E-02	150.63	0	-0.351868	2.08388	1.95E+01	0.000100352	0	-1
0	462	2.37015	0.052983	-0.00556375	18.3	0.658633	2.13874	7.04385	0.839266	7.20157	-5.56E-03	6.64E+01	5.22E+02	8.48E-01	5.30E-02	161.619	0	-0.0909472	2.12346	1.86E+01	9.68903E-05	0	-1
0	469	2.3305	0.0516991	-0.00556375	18.3	0.658633	2.13874	7.04385	0.839266	7.20157	-5.56E-03	6.82E+01	5.36E+02	8.48E-01	5.17E-02	176.762	0	0.0748806	2.14413	1.79E+01	9.42884E-05	0	-1
0	476	2.29214	0.0506505	-0.00556375	18.3	0.658633	2.13874	7.04385	0.839266	7.20157	-5.56E-03	6.99E+01	5.49E+02	8.48E-01	5.07E-02	194.401	0	0.162316	2.16325	1.74E+01	9.21309E-05	0	-1
0	483	2.25281	0.0497422	-0.00556375	18.3	0.658633	2.13874	7.04385	0.839266	7.20157	-5.56E-03	7.17E+01	5.64E+02	8.48E-01	4.97E-02	215.02	0	0.205114	2.18211	1.69E+01	9.01928E-05	0	-1
0	490	2.23734	0.0477032	-0.000431102	22.6	3.08648	9.69923	7.04385	0.84011	7.75743	-4.31E-04	7.24E+01	5.69E+02	8.48E-01	4.77E-02	230.556	0	0.119815	2.93513	1.20E+01	7.05037E-05	0	-1
0	497	2.23437	0.0454531	-0.000431102	22.6	3.08648	9.69923	7.04385	0.84011	7.75743	-4.31E-04	7.24E+01	5.70E+02	8.48E-01	4.55E-02	245.48	0	0.196667	2.94991	1.08E+01	6.50436E-05	0	-1
0	504	2.23131	0.0435732	-0.000431102	22.6	3.08648	9.69923	7.04385	0.84011	7.75743	-4.31E-04	7.25E+01	5.72E+02	8.48E-01	4.36E-02	262.828	0	0.224891	2.96329	9.83E+00	0.000060667	0	-1
0	511	2.22829	0.0420687	-0.000431102	22.6	3.08648	9.69923	7.04385	0.84011	7.75743	-4.31E-04	7.27E+01	5.75E+02	8.48E-01	4.21E-02	280.945	0	0.225661	2.97509	9.09E+00	5.72615E-05	0	-1
0	518	2.23739	0.041071	0.00768982	21.2	5.35855	17.4005	4.35212	0.8409	8.27762	7.69E-03	7.23E+01	5.75E+02	8.48E-01	4.11E-02	297.89	0	0.236998	2.71762	9.98E+00	6.02865E-05	0	-1
0	525	2.29131	0.0405965	0.00768982	21.2	5.35855	17.4005	4.35212	0.8409	8.27762	7.69E-03	7.03E+01	5.63E+02	8.48E-01	4.06E-02	308.146	0	0.232018	2.72895	9.55E+00	5.83122E-05	0	-1
0	532	2.34508	0.040206	0.00768982	21.2	5.35855	17.4005	4.35212	0.8409	8.27762	7.69E-03	6.84E+01	5.53E+02	8.48E-01	4.02E-02	317.417	0	0.222724	2.73967	9.23E+00	5.67952E-05	0	-1
0	539	2.39887	0.0398824	0.00768982	21.2	5.35855	17.4005	4.35212	0.8409	8.27762	7.69E-03	6.66E+01	5.43E+02	8.48E-01	3.99E-02	325.445	0	0.212301	2.74993	8.97E+00	5.56117E-05	0	-1
0	546	2.45319	0.0396108	0.00768982	21.2	5.35855	17.4005	4.35212	0.8409	8.27762	7.69E-03	6.50E+01	5.34E+02	8.48E-01	3.96E-02	332.063	0	0.20213	2.75994	8.76E+00	5.46675E-05	0	-1
0	553	2.51777	0.0385164	0.00932585	23.5	6.38415	20.0621	4.35212	0.841257	8.51243	9.33E-03	6.30E+01	5.21E+02	8.48E-01	3.85E-02	332.818	0	0.186428	3.22961	5.65E+00	0.000042191	0	-1
0	560	2.58259	0.0375843	0.00932585	23.5	6.38415	20.0621	4.35212	0.841257	8.51243	9.33E-03	6.12E+01	5.09E+02	8.48E-01	3.76E-02	332.964	0	0.186851	3.23496	5.18E+00	0.000040002	0	-1
0	567	2.64767	0.0368253	0.00932585	23.5	6.38415	20.0621	4.35212	0.841257	8.51243	9.33E-03	5.96E+01	4.98E+02	8.48E-01	3.68E-02	332.017	0	0.185548	3.23965	4.84E+00	3.84361E-05	0	-1
0	574	2.71385	0.0361986	0.00932585	23.5	6.38415	20.0621	4.35212	0.841257	8.51243	9.33E-03	5.80E+01	4.89E+02	8.48E-01	3.62E-02	329.639	0	0.182881	3.24394	4.59E+00	3.72912E-05	0	-1
0	581	2.77205	0.0358833	0.00758373	22.6	5.57102	17.5069	4.35212	0.840974	8.32626	7.58E-03	5.68E+01	4.81E+02	8.48E-01	3.59E-02	327.18	0	0.175779	3.05741	5.57E+00	4.09953E-05	0	-1
0	588	2.82518	0.0357788	0.00758373	22.6	5.57102	17.5069	4.35212	0.840974	8.32626	7.58E-03	5.58E+01	4.76E+02	8.48E-01	3.58E-02	323.896	0	0.168369	3.06291	5.61E+00	4.11894E-05	0	-1
0	595	2.87812	0.0356873	0.00758373	22.6	5.57102	17.5069	4.35212	0.840974	8.32626	7.58E-03	5.49E+01	4.70E+02	8.48E-01	3.57E-02	318.693	0	0.162308	3.06841	5.63E+00	0.00004129	0	-1
0	602	2.93158	0.0356053	0.00758373	22.6	5.57102	17.5069	4.35212	0.840974	8.32626	7.58E-03	5.41E+01	4.65E+02	8.48E-01	3.56E-02	311.688	0	0.157108	3.07397	5.64E+00	4.13275E-05	0	-1
0	609	2.98338	0.0355051	0.00472074	22.9	3.60692	11.712	3.4821	0.840291	7.87658	4.72E-03	5.33E+01	4.61E+02	8.48E-01	3.55E-02	303.297	0	0.150425	3.14232	5.28E+00	0.000039983	0	-1
0	616	3.01568	0.0353312	0.00461997	22.9	3.60496	11.7062	3.48123	0.84029	7.87613	4.62E-03	5.32E+01	4.60E+02	8.48E-01	3.53E-02	296.122	0	0.140098	3.14735	5.35E+00	4.02844E-05	0	-1
0	623	3.04812	0.0351814	0.00461997	22.9	3.60496	11.7062	3.48123	0.84029	7.87613	4.62E-03	5.30E+01	4.59E+02	8.48E-01	3.52E-02	287.127	0	0.134625	3.15249	5.40E+00	4.05323E-05	0	-1
0	630	3.08062	0.0230799	0.00461997	22.9	3.60496	11.7062	3.48123	0.84029	7.87613	4.62E-03	5.28E+01	4.58E+02	8.48E-01	2.31E-02	276.62	0	0.131358	3.1577	5.44E+00	4.07508E-05	0	-1
0	637	3.11275	0.0160674	0.00461997	22.9	3.60496	11.7062	3.48123	0.84029	7.87613	4.62E-03	5.27E+01	4.57E+02	8.48E-01	1.61E-02	264.989	0	0.129571	3.16288	5.48E+00	4.09397E-05	0	-1
0	644	3.13209	0.0178666	0.00226669	20.2	2.68282	8.43074	3.48123	0.83997	7.66501	2.27E-03	5.29E+01	4.60E+02	8.48E-01	1.79E-02	255.797	0	0.164367	2.64439	8.83E+00	5.43152E-05	0	-1
0	651	3.14781	0.0213005	0.00226669	20.2	2.68282	8.43074	3.48123	0.83997	7.66501	2.27E-03	5.31E+01	4.63E+02	8.48E-01	2.13E-02	245.409	0	0.141636	2.65365	9.26E+00	5.63289E-05	0	-1
0	658	3.16385	0.0242256	0.00226669	20.2	2.68282	8.43074	3.48123	0.83997	7.66501	2.27E-03	5.33E+01	4.65E+02	8.48E-01	2.42E-02	233.187	0	0.127383	2.66356	9.59E+00	5.78852E-05	0	-1
0	665	3.17961	0.0266223	0.00226669	20.2	2.68282	8.43074	3.48123	0.83997	7.66501	2.27E-03	5.36E+01	4.68E+02	8.48E-01	2.66E-02	220.111	0	0.119069	2.67361	9.83E+00	5.90555E-05	0	-1
0	672	3.18763	0.0292462	-0.000854931	14.8	1.16868	3.79497	3.48123	0.839443	7.31835	-8.55E-04	5.40E+01	4.73E+02	8.48E-01	2.92E-02	212.077	0	0.371033	1.86785	1.49E+01	7.96861E-05	0	-1
0	679	3.18159	0.0320884	-0.000854931	14.8	1.16868	3.79497	3.48123	0.839443	7.31835	-8.55E-04	5.48E+01	4.80E+02	8.48E-01	3.21E-02	206.577	0	0.249748	1.88031	1.58E+01	8.36715E-05	0	-1
0	686	3.17564	0.0345249	-0.000854931	14.8	1.16868	3.79497	3.48123	0.839443	7.31835	-8.55E-04	5.55E+01	4.88E+02	8.48E-01	3.45E-02	197.881	0	0.17912	1.89322	1.65E+01	8.67499E-05	0	-1
0	693	3.16969	0.0366492	-0.000854931	14.8	1.16868	3.79497	3.48123	0.839443	7.31835	-8.55E-04	5.62E+01	4.95E+02	8.48E-01	3.66E-02	187.211	0	0.136553	1.90658	1.70E+01	8.91573E-05	0	-1
0	700	3.16225	0.0385596	-0.00346113	12.7021	0.340848	1.07123	4.2152	0.839156	7.12882	-3.46E-03	5.70E+01	5.02E+02	8.48E-01	3.86E-02	175.692	0	0.271073	1.66984	1.87E+01	9.64567E-05	0	-1
0	707	3.13785	0.0406626	-0.00348745	12.7	0.340019	1.06851	4.21594	0.839155	7.12863	-3.49E-03	5.82E+01	5.13E+02	8.48E-01	4.07E-02	168.245	0	0.188492	1.6808	1.94E+01	9.94159E-05	0	-1
0	714	3.11292	0.0425563	-0.00348745	12.7	0.340019	1.06851	4.21594	0.839155	7.12863	-3.49E-03	5.93E+01	5.24E+02	8.48E-01	4.25E-02	158.913	0	0.137552	1.6948	1.99E+01	0.000101759	0	-1
0	721	3.08911	0.0441539	-0.00348745	12.7	0.340019	1.06851	4.21594	0.839155	7.12863	-3.49E-03	6.04E+01	5.34E+02	8.48E-01	4.41E-02	149.247	0	0.108283	1.70841	2.03E+01	0.000103499	0	-1
0	728	3.06488	0.0455926	-0.00348745	12.7	0.340019	1.06851	4.21594	0.839155	7.12863	-3.49E-03	6.16E+01	5.45E+02	8.48E-01	4.56E-02	139.28	0	0.0900314	1.7224	2.05E+01	0.00010486	0	-1
0	735	3.0406	0.0472741	-0.00342078	10.2	0.371138	1.1663	4.21594	0.839166	7.13575	-3.42E-03	6.27E+01	5.56E+02	8.48E-01	4.73E-02	132.155	0	0.133765	1.46849	2.21E+01	0.000110962	0	-1
0	742	3.01647	0.0490537	-0.00342078	10.2	0.371138	1.1663	4.21594	0.839166	7.13575	-3.42E-03	6.39E+01	5.67E+02	8.48E-01	4.90E-02	125.957	0	0.117335	1.48159	2.25E+01	0.000113105	0	-1
0	749	2.99271	0.0506953	-0.00342078	10.2	0.371138	1.1663	4.21594	0.839166	7.13575	-3.42E-03	6.50E+01	5.79E+02	8.48E-01	5.07E-02	119.902	0	0.107732	1.49463	2.29E+01	0.000114696	0	-1
0	756	2.96835	0.0522128	-0.00342078	10.2	0.371138	1.1663	4.21594	0.839166	7.13575	-3.42E-03	6.62E+01	5.90E+02	8.48E-01	5.22E-02	114.414	0	0.101886	1.50806	2.31E+01	0.000115887	0	-1
0	763	2.9443	0.0532073	-0.00341902	12.2	0.321445	1.11837	4.21594	0.839149	7.12438	-3.42E-03	6.73E+01	6.01E+02	8.48E-01	5.32E-02	108.407	0	-0.0529363	1.73974	2.20E+01	0.000111303	0	-1
0	770	2.92087	0.0539102	-0.00341902	12.2	0.321445	1.11837	4.21594	0.839149	7.12438	-3.42E-03	6.85E+01	6.12E+02	8.48E-01	5.39E-02	103.882	0	0.00871947	1.75352	2.19E+01	0.000111051	0	-1
0	777	2.89693	0.0545554	-0.00341902	12.2	0.321445	1.11837	4.21594	0.839149	7.12438	-3.42E-03	6.96E+01	6.23E+02	8.48E-01	5.46E-02	101.713	0	0.0473697	1.76737	2.18E+01	0.000110739	0	-1
0	784	2.87264	0.0551439	-0.00341902	12.2	0.321445	1.11837	4.21594	0.839149	7.12438	-3.42E-03	7.08E+01	6.34E+02	8.48E-01	5.51E-02	102.02	0	0.0717655	1.78126	2.17E+01	0.000110374	0	-1
