dTime	dValue	-1
1	7.135752289	-1
2	7.135752289	-1
3	7.135752289	-1
4	7.135752289	-1
5	7.135752289	-1
6	7.135752289	-1
7	7.135752289	-1
8	7.135752289	-1
9	7.135752289	-1
10	7.135752289	-1
11	7.135752289	-1
12	7.135752289	-1
13	7.135752289	-1
14	7.135752289	-1
15	7.135752289	-1
16	7.135752289	-1
17	7.135752289	-1
18	7.135752289	-1
19	7.135752289	-1
20	7.135752289	-1
21	7.135752289	-1
22	7.135752289	-1
23	7.135752289	-1
24	7.135752289	-1
25	7.135752289	-1
26	7.135752289	-1
27	7.135752289	-1
28	7.135752289	-1
29	7.135752289	-1
30	7.135752289	-1
31	7.135752289	-1
32	7.124375311	-1
33	7.124375311	-1
34	7.124375311	-1
35	7.124375311	-1
36	7.124375311	-1
37	7.124375311	-1
38	7.124375311	-1
39	7.124375311	-1
40	7.124375311	-1
41	7.124375311	-1
42	7.124375311	-1
43	7.124375311	-1
44	7.124375311	-1
45	7.124375311	-1
46	7.124375311	-1
47	7.124375311	-1
48	7.124375311	-1
49	7.124375311	-1
50	7.124375311	-1
51	7.124375311	-1
52	7.124375311	-1
53	7.124375311	-1
54	7.124375311	-1
55	7.124375311	-1
56	7.124375311	-1
57	7.124375311	-1
58	7.124375311	-1
59	7.124375311	-1
60	7.220054862	-1
61	7.220054862	-1
62	7.220054862	-1
63	7.220054862	-1
64	7.220054862	-1
65	7.220054862	-1
66	7.220054862	-1
67	7.220054862	-1
68	7.220054862	-1
69	7.220054862	-1
70	7.220054862	-1
71	7.220054862	-1
72	7.220054862	-1
73	7.220054862	-1
74	7.220054862	-1
75	7.220054862	-1
76	7.220054862	-1
77	7.220054862	-1
78	7.220054862	-1
79	7.220054862	-1
80	7.220054862	-1
81	7.220054862	-1
82	7.220054862	-1
83	7.220054862	-1
84	7.220054862	-1
85	7.220054862	-1
86	7.220054862	-1
87	7.220054862	-1
88	7.220054862	-1
89	7.220054862	-1
90	7.220054862	-1
91	7.201574243	-1
92	7.201574243	-1
93	7.201574243	-1
94	7.201574243	-1
95	7.201574243	-1
96	7.201574243	-1
97	7.201574243	-1
98	7.201574243	-1
99	7.201574243	-1
100	7.201574243	-1
101	7.201574243	-1
102	7.201574243	-1
103	7.201574243	-1
104	7.201574243	-1
105	7.201574243	-1
106	7.201574243	-1
107	7.201574243	-1
108	7.201574243	-1
109	7.201574243	-1
110	7.201574243	-1
111	7.201574243	-1
112	7.201574243	-1
113	7.201574243	-1
114	7.201574243	-1
115	7.201574243	-1
116	7.201574243	-1
117	7.201574243	-1
118	7.201574243	-1
119	7.201574243	-1
120	7.201574243	-1
121	7.757428864	-1
122	7.757428864	-1
123	7.757428864	-1
124	7.757428864	-1
125	7.757428864	-1
126	7.757428864	-1
127	7.757428864	-1
128	7.757428864	-1
129	7.757428864	-1
130	7.757428864	-1
131	7.757428864	-1
132	7.757428864	-1
133	7.757428864	-1
134	7.757428864	-1
135	7.757428864	-1
136	7.757428864	-1
137	7.757428864	-1
138	7.757428864	-1
139	7.757428864	-1
140	7.757428864	-1
141	7.757428864	-1
142	7.757428864	-1
143	7.757428864	-1
144	7.757428864	-1
145	7.757428864	-1
146	7.757428864	-1
147	7.757428864	-1
148	7.757428864	-1
149	7.757428864	-1
150	7.757428864	-1
151	7.757428864	-1
152	8.277618889	-1
153	8.277618889	-1
154	8.277618889	-1
155	8.277618889	-1
156	8.277618889	-1
157	8.277618889	-1
158	8.277618889	-1
159	8.277618889	-1
160	8.277618889	-1
161	8.277618889	-1
162	8.277618889	-1
163	8.277618889	-1
164	8.277618889	-1
165	8.277618889	-1
166	8.277618889	-1
167	8.277618889	-1
168	8.277618889	-1
169	8.277618889	-1
170	8.277618889	-1
171	8.277618889	-1
172	8.277618889	-1
173	8.277618889	-1
174	8.277618889	-1
175	8.277618889	-1
176	8.277618889	-1
177	8.277618889	-1
178	8.277618889	-1
179	8.277618889	-1
180	8.277618889	-1
181	8.277618889	-1
182	8.512429404	-1
183	8.512429404	-1
184	8.512429404	-1
185	8.512429404	-1
186	8.512429404	-1
187	8.512429404	-1
188	8.512429404	-1
189	8.512429404	-1
190	8.512429404	-1
191	8.512429404	-1
192	8.512429404	-1
193	8.512429404	-1
194	8.512429404	-1
195	8.512429404	-1
196	8.512429404	-1
197	8.512429404	-1
198	8.512429404	-1
199	8.512429404	-1
200	8.512429404	-1
201	8.512429404	-1
202	8.512429404	-1
203	8.512429404	-1
204	8.512429404	-1
205	8.512429404	-1
206	8.512429404	-1
207	8.512429404	-1
208	8.512429404	-1
209	8.512429404	-1
210	8.512429404	-1
211	8.512429404	-1
212	8.512429404	-1
213	8.326263837	-1
214	8.326263837	-1
215	8.326263837	-1
216	8.326263837	-1
217	8.326263837	-1
218	8.326263837	-1
219	8.326263837	-1
220	8.326263837	-1
221	8.326263837	-1
222	8.326263837	-1
223	8.326263837	-1
224	8.326263837	-1
225	8.326263837	-1
226	8.326263837	-1
227	8.326263837	-1
228	8.326263837	-1
229	8.326263837	-1
230	8.326263837	-1
231	8.326263837	-1
232	8.326263837	-1
233	8.326263837	-1
234	8.326263837	-1
235	8.326263837	-1
236	8.326263837	-1
237	8.326263837	-1
238	8.326263837	-1
239	8.326263837	-1
240	8.326263837	-1
241	8.326263837	-1
242	8.326263837	-1
243	8.326263837	-1
244	7.876134248	-1
245	7.876134248	-1
246	7.876134248	-1
247	7.876134248	-1
248	7.876134248	-1
249	7.876134248	-1
250	7.876134248	-1
251	7.876134248	-1
252	7.876134248	-1
253	7.876134248	-1
254	7.876134248	-1
255	7.876134248	-1
256	7.876134248	-1
257	7.876134248	-1
258	7.876134248	-1
259	7.876134248	-1
260	7.876134248	-1
261	7.876134248	-1
262	7.876134248	-1
263	7.876134248	-1
264	7.876134248	-1
265	7.876134248	-1
266	7.876134248	-1
267	7.876134248	-1
268	7.876134248	-1
269	7.876134248	-1
270	7.876134248	-1
271	7.876134248	-1
272	7.876134248	-1
273	7.876134248	-1
274	7.665011829	-1
275	7.665011829	-1
276	7.665011829	-1
277	7.665011829	-1
278	7.665011829	-1
279	7.665011829	-1
280	7.665011829	-1
281	7.665011829	-1
282	7.665011829	-1
283	7.665011829	-1
284	7.665011829	-1
285	7.665011829	-1
286	7.665011829	-1
287	7.665011829	-1
288	7.665011829	-1
289	7.665011829	-1
290	7.665011829	-1
291	7.665011829	-1
292	7.665011829	-1
293	7.665011829	-1
294	7.665011829	-1
295	7.665011829	-1
296	7.665011829	-1
297	7.665011829	-1
298	7.665011829	-1
299	7.665011829	-1
300	7.665011829	-1
301	7.665011829	-1
302	7.665011829	-1
303	7.665011829	-1
304	7.665011829	-1
305	7.318348608	-1
306	7.318348608	-1
307	7.318348608	-1
308	7.318348608	-1
309	7.318348608	-1
310	7.318348608	-1
311	7.318348608	-1
312	7.318348608	-1
313	7.318348608	-1
314	7.318348608	-1
315	7.318348608	-1
316	7.318348608	-1
317	7.318348608	-1
318	7.318348608	-1
319	7.318348608	-1
320	7.318348608	-1
321	7.318348608	-1
322	7.318348608	-1
323	7.318348608	-1
324	7.318348608	-1
325	7.318348608	-1
326	7.318348608	-1
327	7.318348608	-1
328	7.318348608	-1
329	7.318348608	-1
330	7.318348608	-1
331	7.318348608	-1
332	7.318348608	-1
333	7.318348608	-1
334	7.318348608	-1
335	7.128627736	-1
336	7.128627736	-1
337	7.128627736	-1
338	7.128627736	-1
339	7.128627736	-1
340	7.128627736	-1
341	7.128627736	-1
342	7.128627736	-1
343	7.128627736	-1
344	7.128627736	-1
345	7.128627736	-1
346	7.128627736	-1
347	7.128627736	-1
348	7.128627736	-1
349	7.128627736	-1
350	7.128627736	-1
351	7.128627736	-1
352	7.128627736	-1
353	7.128627736	-1
354	7.128627736	-1
355	7.128627736	-1
356	7.128627736	-1
357	7.128627736	-1
358	7.128627736	-1
359	7.128627736	-1
360	7.128627736	-1
361	7.128627736	-1
362	7.128627736	-1
363	7.128627736	-1
364	7.128627736	-1
365	7.128627736	-1
366	7.135752289	-1
367	7.135752289	-1
368	7.135752289	-1
369	7.135752289	-1
370	7.135752289	-1
371	7.135752289	-1
372	7.135752289	-1
373	7.135752289	-1
374	7.135752289	-1
375	7.135752289	-1
376	7.135752289	-1
377	7.135752289	-1
378	7.135752289	-1
379	7.135752289	-1
380	7.135752289	-1
381	7.135752289	-1
382	7.135752289	-1
383	7.135752289	-1
384	7.135752289	-1
385	7.135752289	-1
386	7.135752289	-1
387	7.135752289	-1
388	7.135752289	-1
389	7.135752289	-1
390	7.135752289	-1
391	7.135752289	-1
392	7.135752289	-1
393	7.135752289	-1
394	7.135752289	-1
395	7.135752289	-1
396	7.135752289	-1
397	7.124375311	-1
398	7.124375311	-1
399	7.124375311	-1
400	7.124375311	-1
401	7.124375311	-1
402	7.124375311	-1
403	7.124375311	-1
404	7.124375311	-1
405	7.124375311	-1
406	7.124375311	-1
407	7.124375311	-1
408	7.124375311	-1
409	7.124375311	-1
410	7.124375311	-1
411	7.124375311	-1
412	7.124375311	-1
413	7.124375311	-1
414	7.124375311	-1
415	7.124375311	-1
416	7.124375311	-1
417	7.124375311	-1
418	7.124375311	-1
419	7.124375311	-1
420	7.124375311	-1
421	7.124375311	-1
422	7.124375311	-1
423	7.124375311	-1
424	7.124375311	-1
425	7.220054862	-1
426	7.220054862	-1
427	7.220054862	-1
428	7.220054862	-1
429	7.220054862	-1
430	7.220054862	-1
431	7.220054862	-1
432	7.220054862	-1
433	7.220054862	-1
434	7.220054862	-1
435	7.220054862	-1
436	7.220054862	-1
437	7.220054862	-1
438	7.220054862	-1
439	7.220054862	-1
440	7.220054862	-1
441	7.220054862	-1
442	7.220054862	-1
443	7.220054862	-1
444	7.220054862	-1
445	7.220054862	-1
446	7.220054862	-1
447	7.220054862	-1
448	7.220054862	-1
449	7.220054862	-1
450	7.220054862	-1
451	7.220054862	-1
452	7.220054862	-1
453	7.220054862	-1
454	7.220054862	-1
455	7.220054862	-1
456	7.201574243	-1
457	7.201574243	-1
458	7.201574243	-1
459	7.201574243	-1
460	7.201574243	-1
461	7.201574243	-1
462	7.201574243	-1
463	7.201574243	-1
464	7.201574243	-1
465	7.201574243	-1
466	7.201574243	-1
467	7.201574243	-1
468	7.201574243	-1
469	7.201574243	-1
470	7.201574243	-1
471	7.201574243	-1
472	7.201574243	-1
473	7.201574243	-1
474	7.201574243	-1
475	7.201574243	-1
476	7.201574243	-1
477	7.201574243	-1
478	7.201574243	-1
479	7.201574243	-1
480	7.201574243	-1
481	7.201574243	-1
482	7.201574243	-1
483	7.201574243	-1
484	7.201574243	-1
485	7.201574243	-1
486	7.757428864	-1
487	7.757428864	-1
488	7.757428864	-1
489	7.757428864	-1
490	7.757428864	-1
491	7.757428864	-1
492	7.757428864	-1
493	7.757428864	-1
494	7.757428864	-1
495	7.757428864	-1
496	7.757428864	-1
497	7.757428864	-1
498	7.757428864	-1
499	7.757428864	-1
500	7.757428864	-1
501	7.757428864	-1
502	7.757428864	-1
503	7.757428864	-1
504	7.757428864	-1
505	7.757428864	-1
506	7.757428864	-1
507	7.757428864	-1
508	7.757428864	-1
509	7.757428864	-1
510	7.757428864	-1
511	7.757428864	-1
512	7.757428864	-1
513	7.757428864	-1
514	7.757428864	-1
515	7.757428864	-1
516	7.757428864	-1
517	8.277618889	-1
518	8.277618889	-1
519	8.277618889	-1
520	8.277618889	-1
521	8.277618889	-1
522	8.277618889	-1
523	8.277618889	-1
524	8.277618889	-1
525	8.277618889	-1
526	8.277618889	-1
527	8.277618889	-1
528	8.277618889	-1
529	8.277618889	-1
530	8.277618889	-1
531	8.277618889	-1
532	8.277618889	-1
533	8.277618889	-1
534	8.277618889	-1
535	8.277618889	-1
536	8.277618889	-1
537	8.277618889	-1
538	8.277618889	-1
539	8.277618889	-1
540	8.277618889	-1
541	8.277618889	-1
542	8.277618889	-1
543	8.277618889	-1
544	8.277618889	-1
545	8.277618889	-1
546	8.277618889	-1
547	8.512429404	-1
548	8.512429404	-1
549	8.512429404	-1
550	8.512429404	-1
551	8.512429404	-1
552	8.512429404	-1
553	8.512429404	-1
554	8.512429404	-1
555	8.512429404	-1
556	8.512429404	-1
557	8.512429404	-1
558	8.512429404	-1
559	8.512429404	-1
560	8.512429404	-1
561	8.512429404	-1
562	8.512429404	-1
563	8.512429404	-1
564	8.512429404	-1
565	8.512429404	-1
566	8.512429404	-1
567	8.512429404	-1
568	8.512429404	-1
569	8.512429404	-1
570	8.512429404	-1
571	8.512429404	-1
572	8.512429404	-1
573	8.512429404	-1
574	8.512429404	-1
575	8.512429404	-1
576	8.512429404	-1
577	8.512429404	-1
578	8.326263837	-1
579	8.326263837	-1
580	8.326263837	-1
581	8.326263837	-1
582	8.326263837	-1
583	8.326263837	-1
584	8.326263837	-1
585	8.326263837	-1
586	8.326263837	-1
587	8.326263837	-1
588	8.326263837	-1
589	8.326263837	-1
590	8.326263837	-1
591	8.326263837	-1
592	8.326263837	-1
593	8.326263837	-1
594	8.326263837	-1
595	8.326263837	-1
596	8.326263837	-1
597	8.326263837	-1
598	8.326263837	-1
599	8.326263837	-1
600	8.326263837	-1
601	8.326263837	-1
602	8.326263837	-1
603	8.326263837	-1
604	8.326263837	-1
605	8.326263837	-1
606	8.326263837	-1
607	8.326263837	-1
608	8.326263837	-1
609	7.876134248	-1
610	7.876134248	-1
611	7.876134248	-1
612	7.876134248	-1
613	7.876134248	-1
614	7.876134248	-1
615	7.876134248	-1
616	7.876134248	-1
617	7.876134248	-1
618	7.876134248	-1
619	7.876134248	-1
620	7.876134248	-1
621	7.876134248	-1
622	7.876134248	-1
623	7.876134248	-1
624	7.876134248	-1
625	7.876134248	-1
626	7.876134248	-1
627	7.876134248	-1
628	7.876134248	-1
629	7.876134248	-1
630	7.876134248	-1
631	7.876134248	-1
632	7.876134248	-1
633	7.876134248	-1
634	7.876134248	-1
635	7.876134248	-1
636	7.876134248	-1
637	7.876134248	-1
638	7.876134248	-1
639	7.665011829	-1
640	7.665011829	-1
641	7.665011829	-1
642	7.665011829	-1
643	7.665011829	-1
644	7.665011829	-1
645	7.665011829	-1
646	7.665011829	-1
647	7.665011829	-1
648	7.665011829	-1
649	7.665011829	-1
650	7.665011829	-1
651	7.665011829	-1
652	7.665011829	-1
653	7.665011829	-1
654	7.665011829	-1
655	7.665011829	-1
656	7.665011829	-1
657	7.665011829	-1
658	7.665011829	-1
659	7.665011829	-1
660	7.665011829	-1
661	7.665011829	-1
662	7.665011829	-1
663	7.665011829	-1
664	7.665011829	-1
665	7.665011829	-1
666	7.665011829	-1
667	7.665011829	-1
668	7.665011829	-1
669	7.665011829	-1
670	7.318348608	-1
671	7.318348608	-1
672	7.318348608	-1
673	7.318348608	-1
674	7.318348608	-1
675	7.318348608	-1
676	7.318348608	-1
677	7.318348608	-1
678	7.318348608	-1
679	7.318348608	-1
680	7.318348608	-1
681	7.318348608	-1
682	7.318348608	-1
683	7.318348608	-1
684	7.318348608	-1
685	7.318348608	-1
686	7.318348608	-1
687	7.318348608	-1
688	7.318348608	-1
689	7.318348608	-1
690	7.318348608	-1
691	7.318348608	-1
692	7.318348608	-1
693	7.318348608	-1
694	7.318348608	-1
695	7.318348608	-1
696	7.318348608	-1
697	7.318348608	-1
698	7.318348608	-1
699	7.318348608	-1
700	7.128627736	-1
701	7.128627736	-1
702	7.128627736	-1
703	7.128627736	-1
704	7.128627736	-1
705	7.128627736	-1
706	7.128627736	-1
707	7.128627736	-1
708	7.128627736	-1
709	7.128627736	-1
710	7.128627736	-1
711	7.128627736	-1
712	7.128627736	-1
713	7.128627736	-1
714	7.128627736	-1
715	7.128627736	-1
716	7.128627736	-1
717	7.128627736	-1
718	7.128627736	-1
719	7.128627736	-1
720	7.128627736	-1
721	7.128627736	-1
722	7.128627736	-1
723	7.128627736	-1
724	7.128627736	-1
725	7.128627736	-1
726	7.128627736	-1
727	7.128627736	-1
728	7.128627736	-1
729	7.128627736	-1
730	7.128627736	-1
731	7.135752289	-1
732	7.135752289	-1
733	7.135752289	-1
734	7.135752289	-1
735	7.135752289	-1
736	7.135752289	-1
737	7.135752289	-1
738	7.135752289	-1
739	7.135752289	-1
740	7.135752289	-1
741	7.135752289	-1
742	7.135752289	-1
743	7.135752289	-1
744	7.135752289	-1
745	7.135752289	-1
746	7.135752289	-1
747	7.135752289	-1
748	7.135752289	-1
749	7.135752289	-1
750	7.135752289	-1
751	7.135752289	-1
752	7.135752289	-1
753	7.135752289	-1
754	7.135752289	-1
755	7.135752289	-1
756	7.135752289	-1
757	7.135752289	-1
758	7.135752289	-1
759	7.135752289	-1
760	7.135752289	-1
761	7.135752289	-1
762	7.124375311	-1
763	7.124375311	-1
764	7.124375311	-1
765	7.124375311	-1
766	7.124375311	-1
767	7.124375311	-1
768	7.124375311	-1
769	7.124375311	-1
770	7.124375311	-1
771	7.124375311	-1
772	7.124375311	-1
773	7.124375311	-1
774	7.124375311	-1
775	7.124375311	-1
776	7.124375311	-1
777	7.124375311	-1
778	7.124375311	-1
779	7.124375311	-1
780	7.124375311	-1
781	7.124375311	-1
782	7.124375311	-1
783	7.124375311	-1
784	7.124375311	-1
785	7.124375311	-1
786	7.124375311	-1
787	7.124375311	-1
788	7.124375311	-1
789	7.124375311	-1
790	7.220054862	-1
791	7.220054862	-1
792	7.220054862	-1
793	7.220054862	-1
794	7.220054862	-1
795	7.220054862	-1
796	7.220054862	-1
797	7.220054862	-1
798	7.220054862	-1
799	7.220054862	-1
800	7.220054862	-1
801	7.220054862	-1
802	7.220054862	-1
803	7.220054862	-1
804	7.220054862	-1
805	7.220054862	-1
806	7.220054862	-1
807	7.220054862	-1
808	7.220054862	-1
809	7.220054862	-1
810	7.220054862	-1
811	7.220054862	-1
812	7.220054862	-1
813	7.220054862	-1
814	7.220054862	-1
815	7.220054862	-1
816	7.220054862	-1
817	7.220054862	-1
818	7.220054862	-1
819	7.220054862	-1
820	7.220054862	-1
821	7.201574243	-1
822	7.201574243	-1
823	7.201574243	-1
824	7.201574243	-1
825	7.201574243	-1
826	7.201574243	-1
827	7.201574243	-1
828	7.201574243	-1
829	7.201574243	-1
830	7.201574243	-1
831	7.201574243	-1
832	7.201574243	-1
833	7.201574243	-1
834	7.201574243	-1
835	7.201574243	-1
836	7.201574243	-1
837	7.201574243	-1
838	7.201574243	-1
839	7.201574243	-1
840	7.201574243	-1
841	7.201574243	-1
842	7.201574243	-1
843	7.201574243	-1
844	7.201574243	-1
845	7.201574243	-1
846	7.201574243	-1
847	7.201574243	-1
848	7.201574243	-1
849	7.201574243	-1
850	7.201574243	-1
851	7.757428864	-1
852	7.757428864	-1
853	7.757428864	-1
854	7.757428864	-1
855	7.757428864	-1
856	7.757428864	-1
857	7.757428864	-1
858	7.757428864	-1
859	7.757428864	-1
860	7.757428864	-1
861	7.757428864	-1
862	7.757428864	-1
863	7.757428864	-1
864	7.757428864	-1
865	7.757428864	-1
866	7.757428864	-1
867	7.757428864	-1
868	7.757428864	-1
869	7.757428864	-1
870	7.757428864	-1
871	7.757428864	-1
872	7.757428864	-1
873	7.757428864	-1
874	7.757428864	-1
875	7.757428864	-1
876	7.757428864	-1
877	7.757428864	-1
878	7.757428864	-1
879	7.757428864	-1
880	7.757428864	-1
881	7.757428864	-1
882	8.277618889	-1
883	8.277618889	-1
884	8.277618889	-1
885	8.277618889	-1
886	8.277618889	-1
887	8.277618889	-1
888	8.277618889	-1
889	8.277618889	-1
890	8.277618889	-1
891	8.277618889	-1
892	8.277618889	-1
893	8.277618889	-1
894	8.277618889	-1
895	8.277618889	-1
896	8.277618889	-1
897	8.277618889	-1
898	8.277618889	-1
899	8.277618889	-1
900	8.277618889	-1
901	8.277618889	-1
902	8.277618889	-1
903	8.277618889	-1
904	8.277618889	-1
905	8.277618889	-1
906	8.277618889	-1
907	8.277618889	-1
908	8.277618889	-1
909	8.277618889	-1
910	8.277618889	-1
911	8.277618889	-1
912	8.512429404	-1
913	8.512429404	-1
914	8.512429404	-1
915	8.512429404	-1
916	8.512429404	-1
917	8.512429404	-1
918	8.512429404	-1
919	8.512429404	-1
920	8.512429404	-1
921	8.512429404	-1
922	8.512429404	-1
923	8.512429404	-1
924	8.512429404	-1
925	8.512429404	-1
926	8.512429404	-1
927	8.512429404	-1
928	8.512429404	-1
929	8.512429404	-1
930	8.512429404	-1
931	8.512429404	-1
932	8.512429404	-1
933	8.512429404	-1
934	8.512429404	-1
935	8.512429404	-1
936	8.512429404	-1
937	8.512429404	-1
938	8.512429404	-1
939	8.512429404	-1
940	8.512429404	-1
941	8.512429404	-1
942	8.512429404	-1
943	8.326263837	-1
944	8.326263837	-1
945	8.326263837	-1
946	8.326263837	-1
947	8.326263837	-1
948	8.326263837	-1
949	8.326263837	-1
950	8.326263837	-1
951	8.326263837	-1
952	8.326263837	-1
953	8.326263837	-1
954	8.326263837	-1
955	8.326263837	-1
956	8.326263837	-1
957	8.326263837	-1
958	8.326263837	-1
959	8.326263837	-1
960	8.326263837	-1
961	8.326263837	-1
962	8.326263837	-1
963	8.326263837	-1
964	8.326263837	-1
965	8.326263837	-1
966	8.326263837	-1
967	8.326263837	-1
968	8.326263837	-1
969	8.326263837	-1
970	8.326263837	-1
971	8.326263837	-1
972	8.326263837	-1
973	8.326263837	-1
974	7.876134248	-1
975	7.876134248	-1
976	7.876134248	-1
977	7.876134248	-1
978	7.876134248	-1
979	7.876134248	-1
980	7.876134248	-1
